cluster_name,theory_id,theory_name,paper_title,doi
"Protein Damage Theory",T008652,"Proteasome Decline Theory of Aging","Protein degradation by the proteasome and its implications in aging.",10.1111/j.1749-6632.2000.tb06643.x
"Protein Damage Theory",T008701,"Polarisome-mediated spatial quality control theory of aging","The polarisome is required for segregation and retrograde transport of protein aggregates.",10.1016/j.cell.2009.12.031
"Protein Damage Theory",T008925,"Proteasome Impairment Theory of Aging","Impairment of proteasome structure and function in aging.",10.1016/s1357-2725(02)00085-7
"Protein Damage Theory",T009366,"Proteostasis Decline Theory of Aging","Proteostasis and aging.",10.1038/nm.4001
"Protein Damage Theory",T009972,"Loss of proteostasis as a causal mechanism of aging and age-related eye disease","Aging of the eye: Lessons from cataracts and age-related macular degeneration.",10.1016/j.arr.2024.102407
"Protein Damage Theory",T010552,"Proteostatic Dysfunction Theory of Aging and Traumatic Brain Injury","Synergistic effects of brain injury and aging: common mechanisms of proteostatic dysfunction.",10.1016/j.tins.2021.06.003
"Protein Damage Theory",T010581,"Racemization Hypothesis of Aging","Fundamental Clock of Biological Aging: Convergence of Molecular; Neurodegenerative; Cognitive and Psychiatric Pathways: Non-Equilibrium Thermodynamics Meet Psychology.",10.3390/ijms23010285
"Protein Damage Theory",T010749,"Metabolic regulation of proteostasis as a causal driver of aging","Build-UPS and break-downs: metabolism impacts on proteostasis and aging.",10.1038/s41418-020-00682-y
"Protein Damage Theory",T010954,"Proteostasis Collapse Theory of Cellular Aging","Proteostasis collapse; a hallmark of aging; hinders the chaperone-Start network and arrests cells in G1.",10.7554/eLife.48240
"Protein Damage Theory",T011058,"Proteostasis Network (PN) Dysregulation Theory of Aging","Protecting the future: balancing proteostasis for reproduction.",10.1016/j.tcb.2021.09.009
"Protein Damage Theory",T011063,"Proteostasis maintenance through protein synthesis to DNA synthesis ratio as a mechanism of slowed aging","Short-term Calorie Restriction and 17α-Estradiol Administration Elicit Divergent Effects on Proteostatic Processes and Protein Content in Metabolically Active Tissues.",10.1093/gerona/glz113
"Protein Damage Theory",T011249,"Proteostasis Maintenance Theory of Aging with Emphasis on Mitochondrial Proteostasis","Mitochondrial proteostasis as a shared characteristic of slowed aging: the importance of considering cell proliferation.",10.1113/JP274335
"Protein Damage Theory",T011638,"Protein Quality Control (PQC) Loss Theory of Aging","Reviving the protein quality control system: therapeutic target for cardiac disease in the elderly.",10.1016/j.tcm.2014.10.013
"Protein Damage Theory",T012119,"Proteostasis Collapse and Proteasome Dysfunction Theory of Aging","Enhanced proteasome degradation extends Caenorhabditis elegans lifespan and alleviates aggregation-related pathologies.",10.1016/j.freeradbiomed.2014.10.632
"Protein Damage Theory",T012467,"Protein Carbonylation Theory of Ageing","Carbonylation of proteins-an element of plant ageing.",10.1007/s00425-020-03414-1
"Protein Damage Theory",T012635,"Proteostasis Decline Theory of Aging","The Mechanistic Links Between Proteasome Activity; Aging and Age-related Diseases.",10.2174/138920291501140306113344
"Protein Damage Theory",T012957,"Proteostasis Decline and Maintenance Theory of Aging","Emerging topics in C. elegans aging research: Transcriptional regulation; stress response and epigenetics.",10.1016/j.mad.2018.08.001
"Protein Damage Theory",T013262,"Proteasome Decline Theory of Aging","Modulation of the ubiquitin-proteasome system by marine natural products.",10.1016/j.redox.2021.101897
"Protein Damage Theory",T013274,"Proteostasis Collapse Theory of Aging and Age-Related Conformational Disease","Protein homeostasis in models of aging and age-related conformational disease.",10.1007/978-1-4419-7002-2_11
"Protein Damage Theory",T013363,"Loss of Proteostasis Theory of Aging","Proteolysis dysfunction in the process of aging and age-related diseases.",10.3389/fragi.2022.927630
"Protein Damage Theory",T013545,"Proteostasis Collapse Theory of Aging","Collapse of proteostasis represents an early molecular event in Caenorhabditis elegans aging.",10.1073/pnas.0902882106
"Protein Damage Theory",T013570,"Proteostasis Network Decline Theory of Aging","Pathways of cellular proteostasis in aging and disease.",10.1083/jcb.201709072
"Protein Damage Theory",T013618,"Proteostatic Energy Cost Minimization Theory of Aging","A model of proteostatic energy cost and its use in analysis of proteome trends and sequence evolution.",10.1371/journal.pone.0090504
"Protein Damage Theory",T013836,"Proteostasis maintenance via TRiC/CCT complex as a determinant of organismal aging and longevity","Somatic increase of CCT8 mimics proteostasis of human pluripotent stem cells and extends C. elegans lifespan.",10.1038/ncomms13649
"Protein Damage Theory",T014053,"Protein Oxidation and Aggregation Theory of Aging","Protein Oxidation in Aging: Does It Play a Role in Aging Progression?",10.1089/ars.2014.6062
"Protein Damage Theory",T014520,"Proteostasis network failure theory of aging","Protein homeostasis and aging: The importance of exquisite quality control.",10.1016/j.arr.2010.02.001
"Protein Damage Theory",T014540,"Proteostasis Decline Theory of Aging with Calorie Restriction Modulation","Aging and calorie restriction modulate yeast redox state; oxidized protein removal; and the ubiquitin-proteasome system.",10.1016/j.freeradbiomed.2011.05.035
"Protein Damage Theory",T014686,"Proteome Homeostasis and Reduced Hepatic Protein Replacement Rate Theory of Aging","Reduced in vivo hepatic proteome replacement rates but not cell proliferation rates predict maximum lifespan extension in mice.",10.1111/acel.12414
"Protein Damage Theory",T015233,"Protein aggregation and asymmetric segregation theory of bacterial aging","Protein aggregation in E. coli : short term and long term effects of nutrient density.",10.1371/journal.pone.0107445
"Protein Damage Theory",T015515,"Protein Homeostasis Decline Theory of Aging","Impact of genetic background and experimental reproducibility on identifying chemical compounds with robust longevity effects.",10.1038/ncomms14256
"Protein Damage Theory",T015580,"Proteostasis failure and proteasome dysfunction theory of aging","Proteasome activation: An innovative promising approach for delaying aging and retarding age-related diseases.",10.1016/j.arr.2014.12.003
"Protein Damage Theory",T015984,"Heat Shock Protein (HSP) Proteostasis Theory of Aging","Stress proteins in aging and life span.",10.3109/02656736.2013.798873
"Protein Damage Theory",T016041,"Proteasome dysfunction and oxidative damage accumulation theory of aging","The olive constituent oleuropein exhibits proteasome stimulatory properties in vitro and confers life span extension of human embryonic fibroblasts.",10.1089/rej.2006.0513
"Protein Damage Theory",T016406,"Proteostasis network decline and Nrf2-dependent regulatory circuit theory of aging","Proteasome dysfunction in Drosophila signals to an Nrf2-dependent regulatory circuit aiming to restore proteostasis and prevent premature aging.",10.1111/acel.12111
"Protein Damage Theory",T016588,"Proteostasis Network Adaptation and Trade-Off Theory of Aging","Alterations in Organismal Physiology; Impaired Stress Resistance; and Accelerated Aging in <i>Drosophila</i> Flies Adapted to Multigenerational Proteome Instability.",10.1155/2019/7823285
"Protein Damage Theory",T016631,"Proteostasis network rewiring and stress response theory of aging in social insect queens","Disentangling the aging gene expression network of termite queens.",10.1186/s12864-021-07649-4
"Protein Damage Theory",T016846,"Proteostasis Decline as a Central Resilience Pathway Controlling Aging and Lifespan","Pollutants corrupt resilience pathways of aging in the nematode <i>C</i>. <i>elegans</i>.",10.1016/j.isci.2022.105027
"Protein Damage Theory",T016921,"Proteostasis Decline Theory of Aging","Does proteostasis get lost in translation? Implications for protein aggregation across the lifespan.",10.1016/j.arr.2020.101119
"Protein Damage Theory",T016953,"Proteostasis Collapse Theory of Aging and Neurodegeneration","Model systems of protein-misfolding diseases reveal chaperone modifiers of proteotoxicity.",10.1242/dmm.024703
"Protein Damage Theory",T017111,"Proteostasis Decline Theory of Aging","Proteostasis and the aging proteome in health and disease.",10.1093/gerona/glu049
"Protein Damage Theory",T017450,"Proteostasis Collapse Theory of Aging","Transcriptome States Reflect Imaging of Aging States.",10.1093/gerona/glx236
"Protein Damage Theory",T017488,"Proteostasis decline theory of aging mediated by ubiquitin-proteasome system and autophagy dysfunction","Pharmacological inhibition of USP14 delays proteostasis-associated aging in a proteasome-dependent but foxo-independent manner.",10.1080/15548627.2024.2389607
"Protein Damage Theory",T017594,"Protein aggregation as a causal mechanism of aging","Unravelling protein aggregation as an ageing related process or a neuropathological response.",10.1016/j.arr.2019.02.001
"Protein Damage Theory",T017700,"Protein Turnover Decline Theory of Ageing","Caloric restriction and lifespan: a role for protein turnover?",10.1016/s0047-6374(01)00341-4
"Protein Damage Theory",T017841,"Oxidative Charge Modification Theory of Protein Stability Loss in Aging","Highly Charged Proteins: The Achilles' Heel of Aging Proteomes.",10.1016/j.str.2015.11.006
"Protein Damage Theory",T017843,"Proteostasis maintenance theory of aging via HPK-1 regulation","The homeodomain-interacting protein kinase HPK-1 preserves protein homeostasis and longevity through master regulatory control of the HSF-1 chaperone network and TORC1-restricted autophagy in Caenorhabditis elegans.",10.1371/journal.pgen.1007038
"Protein Damage Theory",T017871,"Sick Chaperone Theory of Aging","Sick chaperones and ageing: a perspective.",10.1016/s1568-1637(01)00005-8
"Protein Damage Theory",T017962,"Proteostasis Decline and Proteasome Dysfunction Theory of Aging","20S proteasome activation promotes life span extension and resistance to proteotoxicity in Caenorhabditis elegans.",10.1096/fj.14-252189
"Protein Damage Theory",T017963,"Proteostasis and Mitochondrial Decline Theory of Aging","Multidimensional Proteomics Identifies Declines in Protein Homeostasis and Mitochondria as Early Signals for Normal Aging and Age-associated Disease in <i>Drosophila</i>.",10.1074/mcp.RA119.001621
"Protein Damage Theory",T017986,"Proteostasis Decline Theory of Aging via Autophagy and Ubiquitin-Proteasome System Dysfunction","Autophagy coupling interplay: can improve cellular repair and aging?",10.1007/s12035-013-8599-z
"Protein Damage Theory",T018071,"Proteostasis Decline Theory of Aging","Protein synthesis and quality control in aging.",10.18632/aging.101721
"Protein Damage Theory",T018080,"Proteostasis Disruption Theory of Aging","Relationships between protein degradation; cellular senescence; and organismal aging.",10.1093/jb/mvae016
"Protein Damage Theory",T018101,"Protein Oxidation and Impaired Proteolysis Theory of Aging","The age-related accumulation of protein carbonyl in rat liver correlates with the age-related decline in liver proteolytic activities.",10.1093/gerona/54.8.b318
"Protein Damage Theory",T018132,"Proteostasis Decline Theory of Aging","Chaperones come of age.",10.1379/1466-1268(2002)007<0186:ccoa>2.0.co;2
"Protein Damage Theory",T018172,"Proteostasis Decline Theory of Aging via Ubiquitin-Proteasome System Dysfunction","The amazing ubiquitin-proteasome system: structural components and implication in aging.",10.1016/bs.ircmb.2014.09.002
"Protein Damage Theory",T018203,"Protein Homeostasis Decline and RNA-Binding Protein Aggregation Theory of Aging","Reduced Insulin/IGF-1 Signaling Restores the Dynamic Properties of Key Stress Granule Proteins during Aging.",10.1016/j.celrep.2016.12.033
"Protein Damage Theory",T018222,"Proteasome malfunction theory of aging","Age-associated decrease in proteasome content and activities in human dermal fibroblasts: restoration of normal level of proteasome subunits reduces aging markers in fibroblasts from elderly persons.",10.1093/gerona/62.5.490
"Protein Damage Theory",T018410,"Proteostasis Defect Theory of Aging in the Hypothalamus","The pathophysiology of defective proteostasis in the hypothalamus - from obesity to ageing.",10.1038/nrendo.2016.107
"Protein Damage Theory",T018579,"Proteasome Dysfunction Theory of Aging","Proteasome function determines cellular homeostasis and the rate of aging.",10.1007/978-1-4419-7002-2_4
"Protein Damage Theory",T018661,"Protein Misfolding and Proteostasis Decline Theory of Aging","Cellular stress and protein misfolding during aging.",10.1007/978-1-60761-756-3_7
"Protein Damage Theory",T018687,"Protein Aggregation and Proteostasis Decline Theory of Aging","Small Heat Shock Proteins: Protein Aggregation Amelioration and Neuro- and Age-Protective Roles.",10.3390/ijms26041525
"Protein Damage Theory",T018699,"Protein Quality Control Decline Theory of Aging","How and why do toxic conformers of aberrant proteins accumulate during ageing?",10.1042/EBC20160085
"Protein Damage Theory",T018713,"Protein Homeostasis Dysregulation Theory of Aging","Genome-wide transcript and protein analysis highlights the role of protein homeostasis in the aging mouse heart.",10.1101/gr.275672.121
"Protein Damage Theory",T019101,"Transcription Error-Induced Proteotoxic Stress Theory of Aging","Transcription errors induce proteotoxic stress and shorten cellular lifespan.",10.1038/ncomms9065
"Protein Damage Theory",T019105,"Protein aggregation and proteostasis collapse theory of aging","Delaying aging in Caenorhabditis elegans with protein aggregation inhibitors.",10.1016/j.bbrc.2016.10.143
"Protein Damage Theory",T019204,"Proteasome Dysfunction Theory of Aging","Regulation of proteasome-mediated protein degradation during oxidative stress and aging.",10.1515/BC.2008.029
"Protein Damage Theory",T019386,"Proteostasis decline via impaired Hsp70/Hsp90 co-chaperone STI1 function as a causal mechanism of neuronal aging and neurodegeneration","Modulation of hippocampal neuronal resilience during aging by the Hsp70/Hsp90 co-chaperone STI1.",10.1111/jnc.14882
"Protein Damage Theory",T019395,"Proteostasis Decline Theory of Aging","Proteostasis; oxidative stress and aging.",10.1016/j.redox.2017.07.008
"Protein Damage Theory",T019473,"Proteasome Dysfunction Theory of Aging","The role of ubiquitin-proteasome system in ageing.",10.1016/j.ygcen.2011.02.005
"Protein Damage Theory",T019730,"Protein homeostasis decline and aging via unfolded protein response pathways","Maintenance of protein homeostasis in glia extends lifespan in C. elegans.",10.1016/j.expneurol.2021.113648
"Protein Damage Theory",T019819,"Proteostasis Collapse Theory of Aging","Mechanisms of protein homeostasis in health; aging and disease.",10.4414/smw.2016.14306
"Protein Damage Theory",T019827,"Proteostasis Decline Theory of Aging","Longevity and GAPDH Stability in Bivalves and Mammals: A Convenient Marker for Comparative Gerontology and Proteostasis.",10.1371/journal.pone.0143680
"Protein Damage Theory",T019874,"Proteostasis and ubiquitin-mediated regulation of amino acid transporters as a causal mechanism of longevity","Reduced sphingolipid biosynthesis modulates proteostasis networks to enhance longevity.",10.18632/aging.204485
"Protein Damage Theory",T019897,"Proteostasis Decline Theory of Aging","Implications of protein degradation in aging.",10.1111/j.1749-6632.2001.tb05635.x
"Protein Damage Theory",T019935,"Proteostasis decline theory of aging in stem cells","Proteostasis and aging of stem cells.",10.1016/j.tcb.2013.09.002
"Protein Damage Theory",T019944,"Proteasome Dysfunction Theory of Immune Senescence","Impact of ageing on proteasome structure and function in human lymphocytes.",10.1016/s1357-2725(02)00356-4
"Protein Damage Theory",T020038,"Proteostasis Stress Theory of Aging Related to Nutritional Status","Quantitative proteomics of rat livers shows that unrestricted feeding is stressful for proteostasis with implications on life span.",10.18632/aging.101009
"Protein Damage Theory",T020040,"Protein Damage Accumulation and Enzymatic Repair Theory of Aging","Spontaneous degradation and enzymatic repair of aspartyl and asparaginyl residues in aging red cell proteins analyzed by computer simulation.",10.1159/000213255
"Protein Damage Theory",T020230,"Proteostasis Decline Theory of Aging","Proteostasis and ageing: insights from long-lived mutant mice.",10.1113/JP274334
"Protein Damage Theory",T020256,"Neuronal Proteasome Dysfunction Theory of Brain Aging","Neuronal-specific proteasome augmentation via Prosβ5 overexpression extends lifespan and reduces age-related cognitive decline.",10.1111/acel.13005
"Protein Damage Theory",T020328,"Proteasome decline-driven loss of protein homeostasis theory","Reduced proteasome activity in the aging brain results in ribosome stoichiometry loss and aggregation.",10.15252/msb.20209596
"Protein Damage Theory",T020334,"Proteasome Dysfunction and Activation Theory of Aging","Proteasome activation as a novel antiaging strategy.",10.1002/iub.99
"Protein Damage Theory",T020399,"Proteasome Activation Theory of Aging and Age-Related Disease","18α-Glycyrrhetinic Acid Proteasome Activator Decelerates Aging and Alzheimer's Disease Progression in Caenorhabditis elegans and Neuronal Cultures.",10.1089/ars.2015.6494
"Protein Damage Theory",T020454,"Proteasome Dysfunction Theory of Brain Aging","The proteasome in brain aging.",10.1016/s1568-1637(01)00006-x
"Protein Damage Theory",T020500,"Protein Maintenance Decline Theory of Aging","Protein maintenance in aging and replicative senescence: a role for the peptide methionine sulfoxide reductases.",10.1016/j.bbapap.2004.08.018
"Protein Damage Theory",T020591,"Proteostasis Disruption and Protein Aggregation Theory of Aging","Increased levels of hyper-stable protein aggregates in plasma of older adults.",10.1007/s11357-016-9919-9
"Protein Damage Theory",T020695,"Proteostasis Decline Theory of Aging","Cellular Homeostasis and Aging.",10.1146/annurev-biochem-011116-110806
"Protein Damage Theory",T020721,"Proteasome Assembly Decline Theory of Aging","Aging perturbs 26S proteasome assembly in Drosophila melanogaster.",10.1096/fj.06-6751com
"Protein Damage Theory",T020750,"Protein Quality Control Decline Theory of Aging","A Futile Battle? Protein Quality Control and the Stress of Aging.",10.1016/j.devcel.2017.12.020
"Protein Damage Theory",T020793,"Protein Homeostasis Decline and Protein Aggregation Theory of Aging","Proteomic analysis of age-dependent changes in protein solubility identifies genes that modulate lifespan.",10.1111/j.1474-9726.2011.00765.x
"Protein Damage Theory",T020844,"Proteostasis Decline Theory of Aging","Protein homeostasis and aging in neurodegeneration.",10.1083/jcb.201005144
"Protein Damage Theory",T020868,"HSP70 Disaggregase and Protein Homeostasis Theory of Aging","Anti-inflammatory peptide regulates the supply of heat shock protein 70 monomers: implications for aging and age-related disease.",10.1089/rej.2014.1620
"Protein Damage Theory",T020899,"Protein Misfolding and Aging Nexus Theory","Yeast as a model to study protein misfolding in aged cells.",10.1093/femsyr/foy054
"Protein Damage Theory",T021048,"Proteostasis failure as a hallmark of aging","Proteasome function is not impaired in healthy aging of the lung.",10.18632/aging.100820
"Protein Damage Theory",T021157,"Proteostasis Decline and Lysosomal Dysfunction Theory of Aging-Related Neurodegeneration","Anti-aging treatments slow propagation of synucleinopathy by restoring lysosomal function.",10.1080/15548627.2016.1207014
"Protein Damage Theory",T021337,"Proteostasis Decline Theory of Aging","Aging and dietary restriction effects on ubiquitination; sumoylation; and the proteasome in the heart.",10.1016/j.mad.2008.04.007
"Protein Damage Theory",T021428,"Proteostasis Decline Theory of Aging","Protein homeostasis and aging: taking care of proteins from the cradle to the grave.",10.1093/gerona/gln071
"Protein Damage Theory",T021442,"Protein Damage Accumulation Theory of Aging","The 2010 ESPEN Sir David Cuthbertson Lecture: new and old proteins: clinical implications.",10.1016/j.clnu.2012.12.015
"Protein Damage Theory",T021497,"Protein Homeostasis (Proteostasis) Decline Theory of Aging","Molecular chaperones and the aging process.",10.1023/a:1010082129022
"Protein Damage Theory",T021619,"Protein maintenance failure theory of aging","Protein modification and maintenance systems as biomarkers of ageing.",10.1016/j.mad.2015.03.009
"Protein Damage Theory",T021682,"Protein Conformational Change and Aggregation Theory of Aging","Viewing molecular mechanisms of ageing through a lens.",10.1016/s1568-1637(02)00012-0
"Protein Damage Theory",T022004,"Protein Aggregation and Proteostasis Decline Theory of Aging","Age- and Hypertension-Associated Protein Aggregates in Mouse Heart Have Similar Proteomic Profiles.",10.1161/HYPERTENSIONAHA.115.06849
"Protein Damage Theory",T022016,"Proteasome Decline and Oxidized Protein Accumulation Theory of Cellular Aging","Protein oxidation and degradation during cellular senescence of human BJ fibroblasts: part II--aging of nondividing cells.",10.1096/fj.00-0210com
"Protein Damage Theory",T022017,"Protein Modification and Accumulation Theory of Aging","Protein modification in aging.",10.1093/geronj/43.5.b112
"Protein Damage Theory",T022050,"Proteostasis Loss and Core Insoluble Proteome (CIP) Theory of Aging and Age-Related Disease","Amyloid β accelerates age-related proteome-wide protein insolubility.",10.1007/s11357-024-01169-1
"Protein Damage Theory",T022082,"Proteostasis Maintenance Theory of Plant Aging and Senescence","The Role and Regulation of Autophagy and the Proteasome During Aging and Senescence in Plants.",10.3390/genes10040267
"Protein Damage Theory",T022265,"Proteostasis Decline Theory of Aging","Candidate genes that affect aging through protein homeostasis.",10.1007/978-1-4939-2404-2_2
"Protein Damage Theory",T022305,"Proteasomal Decline Theory of Aging","Decreased proteasomal activity causes age-related phenotypes and promotes the development of metabolic abnormalities.",10.1016/j.ajpath.2011.11.012
"Protein Damage Theory",T022467,"Proteostasis Network Decline Theory of Aging","Lipid Assemblies at the Crossroads of Aging; Proteostasis; and Neurodegeneration.",10.1016/j.tcb.2019.09.003
"Protein Damage Theory",T022670,"Proteostasis Feedback Catastrophe Theory of Aging","Enhancing protein disaggregation restores proteasome activity in aged cells.",10.18632/aging.100613
"Protein Damage Theory",T022779,"Proteasome Dysfunction Theory of Aging","Increase of oxidatively modified protein is associated with a decrease of proteasome activity and content in aging epidermal cells.",10.1093/gerona/55.5.b220
"Protein Damage Theory",T022798,"Proteasome Decline and Oxidized Protein Accumulation Theory","Protein turnover by the proteasome in aging and disease.",10.1016/s0891-5849(02)00824-9
"Protein Damage Theory",T022802,"Proteasomal Adaptation Theory of Aging via Protein Homeostasis Maintenance","Proteasomal adaptation to environmental stress links resistance to proteotoxicity with longevity in Caenorhabditis elegans.",10.1073/pnas.0707025105
"Protein Damage Theory",T023062,"Proteostatic Collapse Theory of Neurodegeneration","Systemic Neurodegeneration and Brain Aging: Multi-Omics Disintegration; Proteostatic Collapse; and Network Failure Across the CNS.",10.3390/biomedicines13082025
"Protein Damage Theory",T023087,"Protein aggregation toxicity theory of aging","The effect of amyloidogenic peptides on bacterial aging correlates with their intrinsic aggregation propensity.",10.1016/j.jmb.2011.12.014
"Protein Damage Theory",T023096,"Proteostasis Decline Theory of Aging and Neurodegeneration","Protein homeostasis; aging and Alzheimer's disease.",10.1007/s12035-012-8246-0
"Protein Damage Theory",T023183,"Proteostasis substrate-load theory of tissue-specific heat shock response regulation","Cellular Proteomes Drive Tissue-Specific Regulation of the Heat Shock Response.",10.1534/g3.116.038232
"Protein Damage Theory",T023378,"Proteostasis Collapse Theory of Aging","Cellular Protein Aggregates: Formation; Biological Effects; and Ways of Elimination.",10.3390/ijms24108593
"Protein Damage Theory",T023600,"Protein Damage Accumulation Theory of Aging","The eye as a model of ageing in translational research--molecular; epigenetic and clinical aspects.",10.1016/j.arr.2012.11.002
"Protein Damage Theory",T023749,"Proteostasis Failure Theory of Aging and Neurodegeneration","Proteostasis and neurodegeneration: the roles of proteasomal degradation and autophagy.",10.1016/j.bbamcr.2013.03.012
"Protein Damage Theory",T023753,"Protein Oxidation and Heat Shock Protein (HSP)-Mediated Proteostasis Theory of Aging","The role of heat stress on the age related protein carbonylation.",10.1016/j.jprot.2013.06.025
"Protein Damage Theory",T023992,"Proteostasis Decline Theory of Brain Aging","Adapting the proteostasis capacity to sustain brain healthspan.",10.1016/j.cell.2021.02.007
"Protein Damage Theory",T024035,"Protein Oxidation and Proteostasis Failure Theory of Aging","Proteome Oxidative Modifications and Impairment of Specific Metabolic Pathways During Cellular Senescence and Aging.",10.1002/pmic.201800421
"Protein Damage Theory",T024125,"Proteostasis maintenance via translational attenuation downstream of mTOR","Neuronal CBP-1 is Required for Enhanced Body Muscle Proteostasis in Response to Reduced Translation Downstream of mTOR.",10.31083/j.fbl2907264
"Protein Damage Theory",T024679,"Proteostasis redox regulation theory of aging","Ageing-dependent thiol oxidation reveals early oxidation of proteins with core proteostasis functions.",10.26508/lsa.202302300
"Protein Damage Theory",T024708,"Protein aggregation and spatial confinement theory of aging","Spatial regulation of coalesced protein assemblies: Lessons from yeast to diseases.",10.1080/19336896.2017.1322239
"Protein Damage Theory",T025034,"Protein Homeostasis Decline Theory of Aging via p38Kb and BAG3/starvin Pathway","Drosophila p38 MAPK interacts with BAG-3/starvin to regulate age-dependent protein homeostasis.",10.1111/acel.13481
"Protein Damage Theory",T025109,"Proteostasis disruption theory of aging mediated by USP7","Deubiquitinase USP7 regulates <i>Drosophila</i> aging through ubiquitination and autophagy.",10.18632/aging.104067
"Protein Damage Theory",T025179,"Protein Quality Control (PQC) and Chaperone-Mediated Longevity Assurance Theory","Differential role of cytosolic Hsp70s in longevity assurance and protein quality control.",10.1371/journal.pgen.1008951
"Protein Damage Theory",T025208,"Protein Homeostasis (Proteostasis) Decline Theory of Aging","Evaluating age-associated phenotypes in a mouse model of protein dyshomeostasis.",10.1016/j.ymeth.2010.12.012
"Protein Damage Theory",T025369,"Proteostasis Decline Theory of Aging","Contesting the dogma of an age-related heat shock response impairment: implications for cardiac-specific age-related disorders.",10.1093/hmg/ddu073
"Protein Damage Theory",T025425,"Protein toxicity accumulation and age-dependent vulnerability theory","Ageing increases vulnerability to aβ42 toxicity in Drosophila.",10.1371/journal.pone.0040569
"Protein Damage Theory",T025695,"Proteostasis Decline Theory of Aging","Protein degradation and aging.",10.1016/j.exger.2005.07.005
"Protein Damage Theory",T025710,"Proteasome Decline Theory of Aging","Age-related alterations of proteasome structure and function in aging epidermis.",10.1016/s0531-5565(00)00136-4
"Protein Damage Theory",T025722,"Altered Protein Accumulation Theory of Aging","Accumulation of altered proteins and ageing: causes and effects.",10.1016/j.exger.2006.03.004
"Protein Damage Theory",T025749,"Proteasome Dysfunction Theory of Aging","Proteasome dysfunction in mammalian aging: steps and factors involved.",10.1016/j.exger.2005.09.004
"Protein Damage Theory",T025891,"Proteostasis modulation theory of aging via reduced mRNA translation","On why decreasing protein synthesis can increase lifespan.",10.1016/j.mad.2007.03.002
"Protein Damage Theory",T025899,"Proteasome Functional Decline Theory of Aging","Fibroblast cultures from healthy centenarians have an active proteasome.",10.1016/s0531-5565(00)00137-6
"Protein Damage Theory",T026510,"Altered Protein Theory of Aging (Proteostasis Theory)","Mechanisms of Biological Aging with Special Reference to the Skeletal Muscle.",10.1007/978-3-031-88361-3_13
"Protein Damage Theory",T027041,"Proteostasis Decline Theory of Aging","Proteasome Activators and Ageing: Restoring Proteostasis Using Small Molecules.",10.1007/978-3-031-66768-8_2
"Protein Damage Theory",T027049,"Proteostasis Decline Theory of Aging","Carrying Excess Baggage Can Slowdown Life: Protein Clearance Machineries That Go Awry During Aging and the Relevance of Maintaining Them.",10.1007/s12035-021-02640-2
"Protein Damage Theory",T027108,"Protein damage accumulation theory of aging","Synthesis; modification and turnover of proteins during aging.",10.1007/978-1-4419-7002-2_1
"Protein Damage Theory",T027177,"Protein homeostasis (proteostasis) decline theory of aging","Translation is an emerging constraint on protein homeostasis in ageing.",10.1016/j.tcb.2024.02.001
"Protein Damage Theory",T027178,"Proteostasis and cellular senescence theory of aging mediated by CHIP","CHIP and aging: a key regulator of proteostasis and cellular senescence.",10.1007/s10522-025-10247-6
"Protein Damage Theory",T027251,"Proteostasis collapse theory of aging","Crosstalk between protein misfolding and endoplasmic reticulum stress during ageing and their role in age-related disorders.",10.1016/j.biochi.2023.10.019
"Protein Damage Theory",T027287,"Proteasome dysfunction theory of aging","The Proteasome and Ageing.",10.1007/978-3-031-21410-3_5
"Protein Damage Theory",T027299,"Proteostasis Decline Theory of Aging","Comprehensive human proteome profiles across a 50-year lifespan reveal aging trajectories and signatures.",10.1016/j.cell.2025.06.047
"Rate of Living Theory",T000739,"Temperature-Dependent Genetic Regulation of Longevity in C. elegans","Genetic interaction with temperature is an important determinant of nematode longevity.",10.1111/acel.12658
"Rate of Living Theory",T000968,"Rate-of-Living Hypothesis","Evidence for the 'rate-of-living' hypothesis between mammals and lizards; but not in birds; with field metabolic rate.",10.1016/j.cbpa.2020.110867
"Rate of Living Theory",T001388,"Rate of Living Theory (Original and Reinterpreted)","Metabolic rates in genetically based long lived strains of Drosophila.",10.1016/0531-5565(88)90020-4
"Rate of Living Theory",T001954,"Rate of Living Theory","Longevity and metabolism in Drosophila melanogaster: genetic correlations between life span and age-specific metabolic rate in populations artificially selected for long life.",10.1534/genetics.104.030403
"Rate of Living Theory",T002221,"Temperature Reduction Theory of Aging","Considerations on temperature; longevity and aging.",10.1007/s00018-008-7536-1
"Rate of Living Theory",T002323,"Stress Theory of Aging","Energy; stress and the invalid linear no-threshold premise: a generalization illustrated by ionizing radiation.",10.1023/a:1025195002489
"Rate of Living Theory",T002364,"Rate of Living Theory in Poikilothermic Ectotherms","Warmer environmental temperature accelerates aging in mosquitoes; decreasing longevity and worsening infection outcomes.",10.1186/s12979-024-00465-w
"Rate of Living Theory",T002528,"Rate-of-Living Theory","Exercising for life? Energy metabolism; body composition; and longevity in mice exercising at different intensities.",10.1086/648434
"Rate of Living Theory",T002793,"Rate-of-Living Theory","Longevity of cold-exposed rats: a reevaluation of the "rate-of-living theory".",10.1152/jappl.1986.61.5.1656
"Rate of Living Theory",T003136,"Rate of Living Theory of Aging","The rate of metabolism as a factor determining longevity of the Saccharomyces cerevisiae yeast.",10.1007/s11357-015-9868-8
